8/11/16,PC,R2NC1,2,WP,,,,,,,,,,,2,,Scleractinian,,N,14,SSID,NONE,3,,
8/11/16,PC,R2NC1,2,WP,,,,,,,,,,,2,,Scleractinian,,N,15,PAST,PB,14,,
8/11/16,PC,R2NC1,2,WP,,,,,,,,,,,2,,Scleractinian,,N,15,PAST,P,14,,
8/11/16,PC,R2NC1,2,WP,,,,,,,,,,,2,,Scleractinian,,N,15,PAST,PM,14,,
8/11/16,PC,R2NC1,2,WP,,,,,,,,,,,2,,Scleractinian,,N,16,SSID,CM,25,,
8/11/16,PC,R2NC1,2,WP,,,,,,,,,,,2,,Scleractinian,,N,16,SSID,UPM,25,,
8/11/16,PC,R2NC1,2,WP,,,,,,,,,,,2,,Scleractinian,,N,17,PPOR,FB,4,,
8/11/16,PC,R2NC1,2,WP,,,,,,,,,,,2,,Scleractinian,,N,18,PAST,NONE,14,,
8/11/16,PC,R2NC1,2,WP,,,,,,,,,,,2,,Scleractinian,,N,19,PAST,PB,28,,
8/11/16,PC,R2NC1,2,WP,,,,,,,,,,,2,,Scleractinian,,N,19,PAST,P,28,,
8/11/16,PC,R2NC1,2,WP,,,,,,,,,,,2,,Scleractinian,,N,20,PPOR,FB,12,,
8/11/16,PC,R2NC1,2,WP,,,,,,,,,,,2,,Scleractinian,,N,21,PPOR,FB,6,,
8/11/16,PC,R2NC1,2,WP,,,,,,,,,,,2,,Scleractinian,,N,22,SSID,P,,,
8/11/16,PC,R2NC1,2,WP,,,,,,,,,,,2,,Scleractinian,,N,23,SSID,NONE,5,,
8/11/16,PC,R2NC1,2,WP,,,,,,,,,,,2,,Scleractinian,,N,24,PAST,NONE,15,,
8/11/16,PC,R2NC1,2,WP,,,,,,,,,,,2,,Scleractinian,,N,25,PPOR,FB,4,,
8/11/16,PC,R2NC1,2,WP,,,,,,,,,,,2,,Scleractinian,,N,26,SSID,BL,5,,
8/11/16,PC,R2NC1,2,WP,,,,,,,,,,,2,,Scleractinian,,N,27,PAST,CM,6,,
8/11/16,PC,R2NC1,2,WP,,,,,,,,,,,2,,Scleractinian,,N,28,PAST,NONE,16,,
8/11/16,PC,R2NC1,2,WP,,,,,,,,,,,2,,Scleractinian,,N,29,PAST,FB,17,,
8/11/16,PC,R2NC1,2,WP,,,,,,,,,,,2,,Scleractinian,,N,30,PAST,FB,18,,
8/11/16,PC,R2NC1,2,WP,,,,,,,,,,,2,,Scleractinian,,N,31,SSID,BL,6,,
8/11/16,PC,R2NC1,2,WP,,,,,,,,,,,2,,Scleractinian,,N,32,PPOR,FB,5,,
8/11/16,PC,R2NC1,2,WP,,,,,,,,,,,2,,Scleractinian,,N,33,PAST,NONE,7,,
8/11/16,PC,R2NC1,2,WP,,,,,,,,,,,2,,Scleractinian,,N,34,SINT,CM,9,,
8/9/16,PC,HBS3,2,WP,,,,,,,,,26,9,2,9,Scleractinian,,Y,8,SINT,P,15,,0
8/9/16,PC,HBS3,2,WP,,,,,,,,,26,9,2,9,Scleractinian,,Y,9,DSTO,DEAD,,100,100
8/9/16,PC,HBS3,2,WP,,,,,,,,,26,9,2,9,Scleractinian,,Y,10,SINT,MIS,,,Coral Missing
8/9/16,PC,HBS3,3,WP,,,,,,,,,26,9,3,8,Scleractinian,,Y,1,MMEA,DEAD,,100,100
8/9/16,PC,HBS3,3,WP,,,,,,,,,26,9,3,8,Scleractinian,,Y,2,SSID,CM,10,,75
8/9/16,PC,HBS3,3,WP,,,,,,,,,26,9,3,8,Scleractinian,,Y,3,CNAT,MIS,,,Coral Missing
8/9/16,PC,HBS3,3,WP,,,,,,,,,26,9,3,8,Scleractinian,,Y,4,MMEA,DEAD,,100,100
8/9/16,PC,HBS3,3,WP,,,,,,,,,26,9,3,8,Scleractinian,,Y,5,DSTO,UPM,6,,70
8/9/16,PC,HBS3,3,WP,,,,,,,,,26,9,3,8,Scleractinian,,Y,5,DSTO,PM,6,,70
8/9/16,PC,HBS3,3,WP,,,,,,,,,26,9,3,8,Scleractinian,,Y,6,DSTO,NONE,11,,0
8/9/16,PC,HBS3,3,WP,,,,,,,,,26,9,3,8,Scleractinian,,Y,7,DSTO,DEAD,,100,100
8/9/16,PC,HBS3,3,WP,,,,,,,,,26,9,3,8,Scleractinian,,Y,8,DSTO,DEAD,,100,100
8/9/16,PC,HBS3,3,WP,,,,,,,,,26,9,3,8,Scleractinian,,Y,9,SSID,MIS,,,Coral Missing
8/9/16,PC,HBS3,3,WP,,,,,,,,,26,9,3,8,Scleractinian,,Y,10,DSTO,DEAD,,100,100
8/11/16,PC,R2NC1,3,WP,,,,,,,,,,,3,,Scleractinian,,N,1,PAST,FB,8,,
8/11/16,PC,R2NC1,3,WP,,,,,,,,,,,3,,Scleractinian,,N,2,MCAV,NONE,8,,
8/11/16,PC,R2NC1,3,WP,,,,,,,,,,,3,,Scleractinian,,N,3,PAST,NONE,7,,
8/11/16,PC,R2NC1,3,WP,,,,,,,,,,,3,,Scleractinian,,N,4,PAST,FB,14,,
8/11/16,PC,R2NC1,3,WP,,,,,,,,,,,3,,Scleractinian,,N,5,PPOR,FB,6,,
8/11/16,PC,R2NC1,3,WP,,,,,,,,,,,3,,Scleractinian,,N,6,PAST,NONE,3,,
8/11/16,PC,R2NC1,3,WP,,,,,,,,,,,3,,Scleractinian,,N,7,SSID,NONE,4,,
8/11/16,PC,R2NC1,3,WP,,,,,,,,,,,3,,Scleractinian,,N,8,SSID,DS,10,,
8/11/16,PC,R2NC1,3,WP,,,,,,,,,,,3,,Scleractinian,,N,9,PAST,NONE,8,,
8/11/16,PC,R2NC1,3,WP,,,,,,,,,,,3,,Scleractinian,,N,10,PAST,NONE,18,,
8/11/16,PC,R2NC1,3,WP,,,,,,,,,,,3,,Scleractinian,,N,11,PAST,NONE,10,,
8/11/16,PC,R2NC1,3,WP,,,,,,,,,,,3,,Scleractinian,,N,12,PAST,NONE,10,,
8/11/16,PC,R2NC1,3,WP,,,,,,,,,,,3,,Scleractinian,,N,13,PAST,NONE,8,,
8/11/16,PC,R2NC1,3,WP,,,,,,,,,,,3,,Scleractinian,,N,14,PAST,CM,15,,
8/11/16,PC,R2NC1,3,WP,,,,,,,,,,,3,,Scleractinian,,N,15,PAST,NONE,12,,
8/11/16,PC,R2NC1,3,WP,,,,,,,,,,,3,,Scleractinian,,N,16,PAST,NONE,12,,
8/11/16,PC,R2NC1,3,WP,,,,,,,,,,,3,,Scleractinian,,N,17,PAST,NONE,11,,
8/11/16,PC,R2NC1,3,WP,,,,,,,,,,,3,,Scleractinian,,N,18,SSID,BL,5,,
8/11/16,PC,R2NC1,3,WP,,,,,,,,,,,3,,Scleractinian,,N,19,PAST,BL,,,
8/11/16,PC,R2NC1,3,WP,,,,,,,,,,,3,,Scleractinian,,N,20,SSID,DS,13,,
8/11/16,PC,R2NC1,3,WP,,,,,,,,,,,3,,Scleractinian,,N,21,PAST,NONE,8,,
8/11/16,PC,R2NC1,3,WP,,,,,,,,,,,3,,Scleractinian,,N,22,SSID,NONE,5,,
8/11/16,PC,R2NC1,3,WP,,,,,,,,,,,3,,Scleractinian,,N,23,PAST,NONE,5,,
8/11/16,PC,R2NC1,3,WP,,,,,,,,,,,3,,Scleractinian,,N,24,SSID,NONE,5,,
8/11/16,PC,R2NC1,3,WP,,,,,,,,,,,3,,Scleractinian,,N,25,SSID,P,4,,
8/10/16,PC,HBN3,1,WP,,,,,,,,,,,1,,Scleractinian,,N,1,SBOU,NONE,13,,
8/10/16,PC,HBN3,1,WP,,,,,,,,,,,1,,Scleractinian,,N,2,DSTO,NONE,5,,
8/10/16,PC,HBN3,1,WP,,,,,,,,,,,1,,Scleractinian,,N,3,SBOU,NONE,6,,
8/10/16,PC,HBN3,1,WP,,,,,,,,,,,1,,Scleractinian,,N,4,DSTO,NONE,4,,
8/10/16,PC,HBN3,1,WP,,,,,,,,,,,1,,Scleractinian,,N,5,DSTO,NONE,3,,
8/10/16,PC,HBN3,1,WP,,,,,,,,,,,1,,Scleractinian,,N,6,SSID,NONE,3,,
8/10/16,PC,HBN3,1,WP,,,,,,,,,,,1,,Scleractinian,,N,7,SINT,NONE,7,,
8/10/16,PC,HBN3,1,WP,,,,,,,,,,,1,,Scleractinian,,N,8,SSID,BL,3,,
8/10/16,PC,HBN3,1,WP,,,,,,,,,,,1,,Scleractinian,,N,9,DSTO,NONE,7,,
8/10/16,PC,HBN3,1,WP,,,,,,,,,,,1,,Scleractinian,,N,10,PAST,PM,7,,
8/10/16,PC,HBN3,1,WP,,,,,,,,,,,1,,Scleractinian,,N,11,PAST,NONE,,,
8/10/16,PC,HBN3,2,WP,,,,,,,,,,,2,,Scleractinian,,N,1,DSTO,NONE,8,,
8/10/16,PC,HBN3,2,WP,,,,,,,,,,,2,,Scleractinian,,N,2,PAST,NONE,14,,
8/10/16,PC,HBN3,2,WP,,,,,,,,,,,2,,Scleractinian,,N,3,MCAV,NONE,7,,
8/10/16,PC,HBN3,2,WP,,,,,,,,,,,2,,Scleractinian,,N,4,DSTO,NONE,7,,
8/10/16,PC,HBN3,2,WP,,,,,,,,,,,2,,Scleractinian,,N,5,DSTO,NONE,11,,
8/10/16,PC,HBN3,2,WP,,,,,,,,,,,2,,Scleractinian,,N,6,SINT,NONE,5,,
8/10/16,PC,HBN3,2,WP,,,,,,,,,,,2,,Scleractinian,,N,7,SSID,NONE,3,,
8/10/16,PC,HBN3,2,WP,,,,,,,,,,,2,,Scleractinian,,N,8,SSID,BL,5,,
8/10/16,PC,HBN3,2,WP,,,,,,,,,,,2,,Scleractinian,,N,9,SINT,NONE,5,,
8/10/16,PC,HBN3,2,WP,,,,,,,,,,,2,,Scleractinian,,N,10,SSID,NONE,5,,
8/10/16,PC,HBN3,2,WP,,,,,,,,,,,2,,Scleractinian,,N,11,SSID,PM,7,,
8/8/16,PC,HBSC1,1,MLR,,,,,,,,,30,20,1,10,Scleractinian,,Y,1,PAST,PE,7,65,70
8/8/16,PC,HBSC1,1,MLR,,,,,,,,,30,20,1,10,Scleractinian,,Y,2,MCAV,PE,60,30,0
8/8/16,PC,HBSC1,1,MLR,,,,,,,,,30,20,1,10,Scleractinian,,Y,3,SINT,PB,12,10,0
8/10/16,PC,HBN3,3,JC,,,,,,,,,,,3,,Scleractinian,,N,1,SSID,NONE,10,,
8/10/16,PC,HBN3,3,JC,,,,,,,,,,,3,,Scleractinian,,N,2,DCLI,NONE,10,,
8/10/16,PC,HBN3,3,JC,,,,,,,,,,,3,,Scleractinian,,N,3,SSID,NONE,3,,
8/10/16,PC,HBN3,3,JC,,,,,,,,,,,3,,Scleractinian,,N,4,SBOU,NONE,12,,
8/10/16,PC,HBN3,3,JC,,,,,,,,,,,3,,Scleractinian,,N,5,SRAD,NONE,2,,
8/10/16,PC,HBN3,3,JC,,,,,,,,,,,3,,Scleractinian,,N,6,SSID,NONE,2,,
8/10/16,PC,HBN3,3,JC,,,,,,,,,,,3,,Scleractinian,,N,7,DCLI,NONE,6,,
8/10/16,PC,HBN3,3,JC,,,,,,,,,,,3,,Scleractinian,,N,8,SSID,NONE,2,,
8/8/16,PC,HBSC1,1,MLR,,,,,,,,,30,20,1,10,Scleractinian,,Y,4,MCAV,NONE,75,10,0
8/8/16,PC,HBSC1,1,MLR,,,,,,,,,30,20,1,10,Scleractinian,,Y,5,DSTO,DEAD,15,100,100
8/8/16,PC,HBSC1,1,MLR,,,,,,,,,30,20,1,10,Scleractinian,,Y,6,DSTR,DEAD,25,100,100
8/8/16,PC,HBSC1,1,MLR,,,,,,,,,30,20,1,10,Scleractinian,,Y,7,MCAV,WP,75,25,10
8/8/16,PC,HBSC1,1,MLR,,,,,,,,,30,20,1,10,Scleractinian,,Y,8,MCAV,PE,100,15,0
8/8/16,PC,HBSC1,1,MLR,,,,,,,,,30,20,1,10,Scleractinian,,Y,9,MCAV,P,30,45,20
8/8/16,PC,HBSC1,1,MLR,,,,,,,,,30,20,1,10,Scleractinian,,Y,10,SSID,SED,12,0,0
8/9/16,PC,HBNC1,1,WP,,,,,,,,,,,1,,Scleractinian,,N,1,SRAD,NONE,3,,
8/9/16,PC,HBNC1,1,WP,,,,,,,,,,,1,,Scleractinian,,N,2,ODIF,NONE,3,,
8/9/16,PC,HBNC1,1,WP,,,,,,,,,,,1,,Scleractinian,,N,3,DSTO,NONE,4,,
8/9/16,PC,HBNC1,1,WP,,,,,,,,,,,1,,Scleractinian,,N,4,SBOU,UPM,15,,
8/9/16,PC,HBNC1,1,WP,,,,,,,,,,,1,,Scleractinian,,N,4,SBOU,PM,15,,
8/9/16,PC,HBNC1,1,WP,,,,,,,,,,,1,,Scleractinian,,N,5,SRAD,NONE,3,,
8/9/16,PC,HBNC1,1,WP,,,,,,,,,,,1,,Scleractinian,,N,6,PDIV,NONE,3,,
8/9/16,PC,HBNC1,1,WP,,,,,,,,,,,1,,Scleractinian,,N,7,SBOU,NONE,3,,
8/9/16,PC,HBNC1,1,WP,,,,,,,,,,,1,,Scleractinian,,N,8,DSTO,NONE,3,,
8/8/16,PC,HBSC1,1,MLR,,,,,,,,,30,20,1,10,Scleractinian,,Y,10,SSID,M,12,0,0
8/8/16,PC,HBSC1,2,MLR,,,,,,,,,30,20,2,10,Scleractinian,,Y,1,MCAV,PE,45,60,0
8/8/16,PC,HBSC1,2,MLR,,,,,,,,,30,20,2,10,Scleractinian,,Y,2,MCAV,UPM,6,80,90
8/8/16,PC,HBSC1,2,MLR,,,,,,,,,30,20,2,10,Scleractinian,,Y,2,MCAV,P,6,80,90
8/9/16,PC,HBNC1,2,WP,,,,,,,,,,,2,,Scleractinian,,N,1,SRAD,NONE,2,,
8/9/16,PC,HBNC1,2,WP,,,,,,,,,,,2,,Scleractinian,,N,2,PPOR,NONE,6,,
8/9/16,PC,HBNC1,2,WP,,,,,,,,,,,2,,Scleractinian,,N,3,PPOR,NONE,2,,
8/9/16,PC,HBNC1,2,WP,,,,,,,,,,,2,,Scleractinian,,N,4,SRAD,NONE,3,,
8/9/16,PC,HBNC1,2,WP,,,,,,,,,,,2,,Scleractinian,,N,5,SRAD,NONE,3,,
8/9/16,PC,HBNC1,2,WP,,,,,,,,,,,2,,Scleractinian,,N,6,SRAD,NONE,3,,
8/9/16,PC,HBNC1,2,WP,,,,,,,,,,,2,,Scleractinian,,N,7,SRAD,NONE,3,,
8/9/16,PC,HBNC1,2,WP,,,,,,,,,,,2,,Scleractinian,,N,8,SRAD,NONE,3,,
8/9/16,PC,HBNC1,2,WP,,,,,,,,,,,2,,Scleractinian,,N,9,SBOU,NONE,5,,
8/9/16,PC,HBNC1,2,WP,,,,,,,,,,,2,,Scleractinian,,N,10,SRAD,NONE,2,,
8/9/16,PC,HBNC1,2,WP,,,,,,,,,,,2,,Scleractinian,,N,11,SRAD,NONE,3,,
8/9/16,PC,HBNC1,2,WP,,,,,,,,,,,2,,Scleractinian,,N,12,PDIV,NONE,6,,
8/9/16,PC,HBNC1,2,WP,,,,,,,,,,,2,,Scleractinian,,N,13,CARB,NONE,,,
8/8/16,PC,HBSC1,2,MLR,,,,,,,,,30,20,2,10,Scleractinian,,Y,3,SSID,BB,25,65,60
8/8/16,PC,HBSC1,2,MLR,,,,,,,,,30,20,2,10,Scleractinian,,Y,3,SSID,CD,25,65,60
8/8/16,PC,HBSC1,2,MLR,,,,,,,,,30,20,2,10,Scleractinian,,Y,4,MCAV,PE,20,70,60
8/8/16,PC,HBSC1,2,MLR,,,,,,,,,30,20,2,10,Scleractinian,,Y,5,DSTO,DEAD,20,100,100
8/8/16,PC,HBSC1,2,MLR,,,,,,,,,30,20,2,10,Scleractinian,,Y,6,DSTO,DEAD,20,100,100
8/8/16,PC,HBSC1,2,MLR,,,,,,,,,30,20,2,10,Scleractinian,,Y,7,SSID,P,15,5,0
8/9/16,PC,HBNC1,3,WP,,,,,,,,,,,3,,Scleractinian,,N,1,SSID,NONE,10,,
8/9/16,PC,HBNC1,3,WP,,,,,,,,,,,3,,Scleractinian,,N,2,SINT,NONE,9,,
8/9/16,PC,HBNC1,3,WP,,,,,,,,,,,3,,Scleractinian,,N,3,SSID,NONE,3,,
8/9/16,PC,HBNC1,3,WP,,,,,,,,,,,3,,Scleractinian,,N,4,SSID,NONE,3,,
8/9/16,PC,HBNC1,3,WP,,,,,,,,,,,3,,Scleractinian,,N,5,SBOU,PB,,,
8/9/16,PC,HBNC1,3,WP,,,,,,,,,,,3,,Scleractinian,,N,5,SBOU,PM,,,
8/9/16,PC,HBNC1,3,WP,,,,,,,,,,,3,,Scleractinian,,N,6,PDIV,NONE,3,,
8/9/16,PC,HBNC1,3,WP,,,,,,,,,,,3,,Scleractinian,,N,7,PDIV,NONE,3,,
8/8/16,PC,HBSC1,2,MLR,,,,,,,,,30,20,2,10,Scleractinian,,Y,7,SSID,DS,15,5,0
8/8/16,PC,HBSC1,2,MLR,,,,,,,,,30,20,2,10,Scleractinian,,Y,8,SBOU,DEAD,15,100,100
8/8/16,PC,HBSC1,2,MLR,,,,,,,,,30,20,2,10,Scleractinian,,Y,9,DSTO,DEAD,15,100,100
8/8/16,PC,HBSC1,2,MLR,,,,,,,,,30,20,2,10,Scleractinian,,Y,10,SSID,SED,20,5,0
8/8/16,PC,HBSC1,3,MLR,,,,,,,,,30,20,3,10,Scleractinian,,Y,1,DSTR,SED,30,0,0
8/8/16,PC,HBSC1,3,MLR,,,,,,,,,30,20,3,10,Scleractinian,,Y,2,DSTO,DEAD,10,100,100
8/8/16,PC,HBSC1,3,MLR,,,,,,,,,30,20,3,10,Scleractinian,,Y,3,SBOU,UD,40,0,0
8/8/16,PC,HBSC1,3,MLR,,,,,,,,,30,20,3,10,Scleractinian,,Y,4,SINT,PB,15,0,0
8/8/16,PC,HBSC1,3,MLR,,,,,,,,,30,20,3,10,Scleractinian,,Y,5,DCLI,DEAD,,100,100
8/8/16,PC,HBSC1,3,MLR,,,,,,,,,30,20,3,10,Scleractinian,,Y,6,PAST,SED,20,0,0
8/8/16,PC,HBSC1,3,MLR,,,,,,,,,30,20,3,10,Scleractinian,,Y,7,DSTO,NONE,15,45,60
8/8/16,PC,HBSC1,3,MLR,,,,,,,,,30,20,3,10,Scleractinian,,Y,8,DSTO,DEAD,10,100,100
8/10/16,PC,R2SC1,1,WP,,,,,,,,,,,1,,Scleractinian,,N,1,PAST,CM,10,,
8/10/16,PC,R2SC1,1,WP,,,,,,,,,,,1,,Scleractinian,,N,2,PAST,NONE,11,,
8/10/16,PC,R2SC1,1,WP,,,,,,,,,,,1,,Scleractinian,,N,3,PAST,P,6,,
8/10/16,PC,R2SC1,1,WP,,,,,,,,,,,1,,Scleractinian,,N,4,PAST,NONE,10,,
8/10/16,PC,R2SC1,1,WP,,,,,,,,,,,1,,Scleractinian,,N,5,SSID,NONE,3,,
8/10/16,PC,R2SC1,1,WP,,,,,,,,,,,1,,Scleractinian,,N,6,PAST,NONE,8,,
8/10/16,PC,R2SC1,1,WP,,,,,,,,,,,1,,Scleractinian,,N,7,PAST,NONE,6,,
8/10/16,PC,R2SC1,1,WP,,,,,,,,,,,1,,Scleractinian,,N,8,PAST,UPM,19,,
8/10/16,PC,R2SC1,1,WP,,,,,,,,,,,1,,Scleractinian,,N,9,PAST,NONE,6,,
8/10/16,PC,R2SC1,1,WP,,,,,,,,,,,1,,Scleractinian,,N,10,PAST,NONE,8,,
8/10/16,PC,R2SC1,1,WP,,,,,,,,,,,1,,Scleractinian,,N,11,PAST,CM,6,,
8/10/16,PC,R2SC1,1,WP,,,,,,,,,,,1,,Scleractinian,,N,12,PAST,NONE,8,,
8/10/16,PC,R2SC1,1,WP,,,,,,,,,,,1,,Scleractinian,,N,13,PAST,UPM,9,,
8/10/16,PC,R2SC1,1,WP,,,,,,,,,,,1,,Scleractinian,,N,13,PAST,PM,9,,
8/10/16,PC,R2SC1,1,WP,,,,,,,,,,,1,,Scleractinian,,N,14,PAST,NONE,8,,
8/10/16,PC,R2SC1,1,WP,,,,,,,,,,,1,,Scleractinian,,N,15,SBOU,NONE,21,,
8/10/16,PC,R2SC1,1,WP,,,,,,,,,,,1,,Scleractinian,,N,16,PAST,NONE,6,,
8/10/16,PC,R2SC1,1,WP,,,,,,,,,,,1,,Scleractinian,,N,17,PAST,NONE,5,,
8/10/16,PC,R2SC1,1,WP,,,,,,,,,,,1,,Scleractinian,,N,18,PAST,UPM,8,,
8/10/16,PC,R2SC1,1,WP,,,,,,,,,,,1,,Scleractinian,,N,19,PAST,P,6,,
8/10/16,PC,R2SC1,1,WP,,,,,,,,,,,1,,Scleractinian,,N,20,PAST,P,5,,
8/10/16,PC,R2SC1,1,WP,,,,,,,,,,,1,,Scleractinian,,N,21,SBOU,NONE,15,,
8/10/16,PC,R2SC1,1,WP,,,,,,,,,,,1,,Scleractinian,,N,22,PAST,NONE,8,,
8/10/16,PC,R2SC1,1,WP,,,,,,,,,,,1,,Scleractinian,,N,23,SBOU,NONE,10,,
8/10/16,PC,R2SC1,1,WP,,,,,,,,,,,1,,Scleractinian,,N,24,ACER,NONE,10,,
8/10/16,PC,R2SC1,1,WP,,,,,,,,,,,1,,Scleractinian,,N,25,PAST,NONE,5,,
8/10/16,PC,R2SC1,1,WP,,,,,,,,,,,1,,Scleractinian,,N,26,PAST,NONE,5,,
8/10/16,PC,R2SC1,1,WP,,,,,,,,,,,1,,Scleractinian,,N,27,PAST,NONE,6,,
8/10/16,PC,R2SC1,1,WP,,,,,,,,,,,1,,Scleractinian,,N,28,PAST,CM,8,,
8/10/16,PC,R2SC1,1,WP,,,,,,,,,,,1,,Scleractinian,,N,28,PAST,PM,8,,
8/10/16,PC,R2SC1,1,WP,,,,,,,,,,,1,,Scleractinian,,N,29,SSID,CM,19,,
8/10/16,PC,R2SC1,1,WP,,,,,,,,,,,1,,Scleractinian,,N,30,MCAV,NONE,26,,
8/10/16,PC,R2SC1,1,WP,,,,,,,,,,,1,,Scleractinian,,N,31,PAST,NONE,8,,
8/10/16,PC,R2SC1,1,WP,,,,,,,,,,,1,,Scleractinian,,N,32,PAST,NONE,6,,
8/10/16,PC,R2SC1,1,WP,,,,,,,,,,,1,,Scleractinian,,N,33,SSID,NONE,,,
8/10/16,PC,R2SC1,1,WP,,,,,,,,,,,1,,Scleractinian,,N,34,PAST,M,8,,
8/10/16,PC,R2SC1,1,WP,,,,,,,,,,,1,,Scleractinian,,N,35,PAST,NONE,,,
8/10/16,PC,R2SC1,1,WP,,,,,,,,,,,1,,Scleractinian,,N,36,PAST,NONE,,,
8/10/16,PC,R2SC1,1,WP,,,,,,,,,,,1,,Scleractinian,,N,37,PAST,NONE,,,
8/10/16,PC,R2SC1,1,WP,,,,,,,,,,,1,,Scleractinian,,N,38,SSID,RMS,,,
8/10/16,PC,R2SC1,1,WP,,,,,,,,,,,1,,Scleractinian,,N,39,PAST,NONE,,,
8/8/16,PC,HBSC1,3,MLR,,,,,,,,,30,20,3,10,Scleractinian,,Y,9,MCAV,DEAD,55,100,100
8/8/16,PC,HBSC1,3,MLR,,,,,,,,,30,20,3,10,Scleractinian,,Y,9,MCAV,CD,55,100,100
8/8/16,PC,HBSC1,3,MLR,,,,,,,,,30,20,3,10,Scleractinian,,Y,10,SINT,PB,20,25,20
8/12/16,PC,R2N1,1,WP,,,,,,,,,30,17,1,10,Scleractinian,,Y,1,SINT,NONE,11,0,0
8/12/16,PC,R2N1,1,WP,,,,,,,,,30,17,1,10,Scleractinian,,Y,2,DSTR,DEAD,,100,100
8/12/16,PC,R2N1,1,WP,,,,,,,,,30,17,1,10,Scleractinian,,Y,3,DSTR,DEAD,,100,100
8/12/16,PC,R2N1,1,WP,,,,,,,,,30,17,1,10,Scleractinian,,Y,4,DSTO,DEAD,,100,100
8/12/16,PC,R2N1,1,WP,,,,,,,,,30,17,1,10,Scleractinian,,Y,5,SBOU,NONE,21,0,0
8/12/16,PC,R2N1,1,WP,,,,,,,,,30,17,1,10,Scleractinian,,Y,6,MCAV,CM,14,25,10
8/12/16,PC,R2N1,1,WP,,,,,,,,,30,17,1,10,Scleractinian,,Y,7,SBOU,UPM,59,35,2
8/12/16,PC,R2N1,1,WP,,,,,,,,,30,17,1,10,Scleractinian,,Y,8,SSID,CM,11,10,20
8/12/16,PC,R2N1,1,WP,,,,,,,,,30,17,1,10,Scleractinian,,Y,8,SSID,SA,11,10,20
8/12/16,PC,R2N1,1,WP,,,,,,,,,30,17,1,10,Scleractinian,,Y,9,MCAV,PE,16,0,0
8/12/16,PC,R2N1,1,WP,,,,,,,,,30,17,1,10,Scleractinian,,Y,10,MMEA,DEAD,,100,100
8/10/16,PC,R2SC1,2,WP,,,,,,,,,,,2,,Scleractinian,,N,1,PAST,NONE,8,,
8/10/16,PC,R2SC1,2,WP,,,,,,,,,,,2,,Scleractinian,,N,2,PAST,M,10,,
8/10/16,PC,R2SC1,2,WP,,,,,,,,,,,2,,Scleractinian,,N,3,DSTR,UPM,26,,
8/10/16,PC,R2SC1,2,WP,,,,,,,,,,,2,,Scleractinian,,N,4,SSID,NONE,6,,
8/10/16,PC,R2SC1,2,WP,,,,,,,,,,,2,,Scleractinian,,N,5,PAST,P,7,,
8/10/16,PC,R2SC1,2,WP,,,,,,,,,,,2,,Scleractinian,,N,6,PAST,NONE,8,,
8/10/16,PC,R2SC1,2,WP,,,,,,,,,,,2,,Scleractinian,,N,7,PAST,FB,32,,
8/10/16,PC,R2SC1,2,WP,,,,,,,,,,,2,,Scleractinian,,N,7,PAST,UPM,32,,
8/10/16,PC,R2SC1,2,WP,,,,,,,,,,,2,,Scleractinian,,N,8,PAST,UPM,10,,
8/10/16,PC,R2SC1,2,WP,,,,,,,,,,,2,,Scleractinian,,N,9,PAST,NONE,8,,
8/10/16,PC,R2SC1,2,WP,,,,,,,,,,,2,,Scleractinian,,N,10,PAST,M,6,,
8/10/16,PC,R2SC1,2,WP,,,,,,,,,,,2,,Scleractinian,,N,11,PAST,NONE,5,,
8/10/16,PC,R2SC1,2,WP,,,,,,,,,,,2,,Scleractinian,,N,12,PAST,NONE,5,,
8/10/16,PC,R2SC1,2,WP,,,,,,,,,,,2,,Scleractinian,,N,13,PAST,FB,8,,
8/10/16,PC,R2SC1,2,WP,,,,,,,,,,,2,,Scleractinian,,N,14,PAST,FB,6,,
8/10/16,PC,R2SC1,2,WP,,,,,,,,,,,2,,Scleractinian,,N,15,PAST,NONE,8,,
8/10/16,PC,R2SC1,2,WP,,,,,,,,,,,2,,Scleractinian,,N,16,SBOU,NONE,10,,
8/10/16,PC,R2SC1,2,WP,,,,,,,,,,,2,,Scleractinian,,N,17,PAST,RMS,5,,
8/10/16,PC,R2SC1,2,WP,,,,,,,,,,,2,,Scleractinian,,N,18,PAST,UPM,6,,
8/10/16,PC,R2SC1,2,WP,,,,,,,,,,,2,,Scleractinian,,N,19,PAST,FB,6,,
8/10/16,PC,R2SC1,2,WP,,,,,,,,,,,2,,Scleractinian,,N,20,PAST,NONE,7,,
8/10/16,PC,R2SC1,2,WP,,,,,,,,,,,2,,Scleractinian,,N,21,PAST,UPM,9,,
8/10/16,PC,R2SC1,2,WP,,,,,,,,,,,2,,Scleractinian,,N,22,PAST,UPM,3,,
8/10/16,PC,R2SC1,2,WP,,,,,,,,,,,2,,Scleractinian,,N,23,PAST,UPM,8,,
8/10/16,PC,R2SC1,2,WP,,,,,,,,,,,2,,Scleractinian,,N,24,PAST,UPM,10,,
8/10/16,PC,R2SC1,2,WP,,,,,,,,,,,2,,Scleractinian,,N,25,PAST,NONE,10,,
8/10/16,PC,R2SC1,2,WP,,,,,,,,,,,2,,Scleractinian,,N,26,PAST,NONE,8,,
8/10/16,PC,R2SC1,2,WP,,,,,,,,,,,2,,Scleractinian,,N,27,PAST,UPM,14,,
