Assessment Area ,Station ,Transect (NS or EW),25m Buoy,50m Buoy,Position (Meter Mark),Actual position (if altered),Sediment Depth (cm) / Excavation Depth ,Exposed Hardbottom ,Sediment over hardbottom,Sediment Only,"Type of sediments (sand, fines, mix)",Description (layers)
Reef 2_N_LR,R2NC3-LR,EW,29.6,52.6,19,,0.5,,,,,
Reef 2_N_LR,R2NC3-LR,EW,29.6,52.6,20,,0.2,,X,,Mixed,
Reef 2_N_LR,R2NC3-LR,EW,29.6,52.6,21,,0.3,,,,,
Reef 2_N_LR,R2NC3-LR,EW,29.6,52.6,22,,0.3,,,,,
Reef 2_N_LR,R2NC3-LR,EW,29.6,52.6,23,,0.5,,,,,
Reef 2_N_LR,R2NC3-LR,EW,29.6,52.6,24,,0.5,,,,,
Reef 2_N_LR,R2NC3-LR,EW,29.6,52.6,25,,0.7,,X,,Mixed,
Reef 2_N_LR,R2NC3-LR,EW,29.6,52.6,26,,0.5,,,,,
Reef 2_N_LR,R2NC3-LR,EW,29.6,52.6,27,,0.4,,,,,
Reef 2_N_LR,R2NC3-LR,EW,29.6,52.6,28,,0.3,,,,,
Reef 2_N_LR,R2NC3-LR,EW,29.6,52.6,29,,0.6,,,,,
Reef 2_N_LR,R2NC3-LR,EW,29.6,52.6,30,,0.2,,X,,Mixed,
Reef 2_N_LR,R2NC3-LR,EW,29.6,52.6,31,,1.7,,,,,
Reef 2_N_LR,R2NC3-LR,EW,29.6,52.6,32,,0.5,,,,,
Reef 2_N_LR,R2NC3-LR,EW,29.6,52.6,33,,0.3,,,,,
Reef 2_N_LR,R2NC3-LR,EW,29.6,52.6,34,,1,,,,,
Reef 2_N_LR,R2NC3-LR,EW,29.6,52.6,35,,0.3,,X,,Mixed,
Reef 2_N_LR,R2NC3-LR,EW,29.6,52.6,36,,0.4,,,,,
Reef 2_N_LR,R2NC3-LR,EW,29.6,52.6,37,,0.4,,,,,
Reef 2_N_LR,R2NC3-LR,EW,29.6,52.6,38,,0.2,,,,,
Reef 2_N_LR,R2NC3-LR,EW,29.6,52.6,39,,0.5,,,,,
Reef 2_N_LR,R2NC3-LR,EW,29.6,52.6,40,,0.2,,X,,Mixed,
Reef 2_N_LR,R2NC3-LR,EW,29.6,52.6,41,,0.2,,,,,
Reef 2_N_LR,R2NC3-LR,EW,29.6,52.6,42,,0.2,,,,,
Reef 2_N_LR,R2NC3-LR,EW,29.6,52.6,43,,0.4,,,,,
Reef 2_N_LR,R2NC3-LR,EW,29.6,52.6,44,,0.5,,,,,
Reef 2_N_LR,R2NC3-LR,EW,29.6,52.6,45,,0.3,,X,,Mixed,
Reef 2_N_LR,R2NC3-LR,EW,29.6,52.6,46,46.06,0.3,,,,,
Reef 2_N_LR,R2NC3-LR,EW,29.6,52.6,47,,0.2,,,,,
Reef 2_N_LR,R2NC3-LR,EW,29.6,52.6,48,48.05,0.5,,,,,
Reef 2_N_LR,R2NC3-LR,EW,29.6,52.6,49,,0.5,,,,,
Reef 2_N_LR,R2NC3-LR,EW,29.6,52.6,50,50.02,0.2,,X,,Mixed,
Reef 2_N_LR,R2NC3-LR,NS,22.8,51,0,,0.1,,X,,,
Reef 2_N_LR,R2NC3-LR,NS,22.8,51,1,,0.1,,,,Mixed,
Reef 2_N_LR,R2NC3-LR,NS,22.8,51,2,,0.1,,,,,
Reef 2_N_LR,R2NC3-LR,NS,22.8,51,3,,0.3,,,,,
Reef 2_N_LR,R2NC3-LR,NS,22.8,51,4,,0.2,,,,,
Reef 2_N_LR,R2NC3-LR,NS,22.8,51,5,5.2,0.1,,X,,Mixed,
Reef 2_N_LR,R2NC3-LR,NS,22.8,51,6,,0.4,,,,,
Reef 2_N_LR,R2NC3-LR,NS,22.8,51,7,,0.1,,,,,
Reef 2_N_LR,R2NC3-LR,NS,22.8,51,8,,0.2,,,,,
Reef 2_N_LR,R2NC3-LR,NS,22.8,51,9,,0.1,,,,,
Reef 2_N_LR,R2NC3-LR,NS,22.8,51,10,,0.1,,X,,Mixed,
Reef 2_N_LR,R2NC3-LR,NS,22.8,51,11,,0.1,,,,,
Reef 2_N_LR,R2NC3-LR,NS,22.8,51,12,,0.2,,,,,
Reef 2_N_LR,R2NC3-LR,NS,22.8,51,13,,0.1,,,,,
Reef 2_N_LR,R2NC3-LR,NS,22.8,51,14,,0.1,,,,,
Reef 2_N_LR,R2NC3-LR,NS,22.8,51,15,,0.1,,X,,Mixed,
Reef 2_N_LR,R2NC3-LR,NS,22.8,51,16,16.1,0.4,,,,,
Reef 2_N_LR,R2NC3-LR,NS,22.8,51,17,,0.1,,,,,
Reef 2_N_LR,R2NC3-LR,NS,22.8,51,18,,0.1,,,,,
Reef 2_N_LR,R2NC3-LR,NS,22.8,51,19,,0.1,,,,,
Reef 2_N_LR,R2NC3-LR,NS,22.8,51,20,,0.1,,X,,Mixed,
Reef 2_N_LR,R2NC3-LR,NS,22.8,51,21,,0.2,,,,,
Reef 2_N_LR,R2NC3-LR,NS,22.8,51,22,,0.1,,,,,
Reef 2_N_LR,R2NC3-LR,NS,22.8,51,23,,0.1,,,,,
Reef 2_N_LR,R2NC3-LR,NS,22.8,51,24,,0.3,,,,,
Reef 2_N_LR,R2NC3-LR,NS,22.8,51,25,,0.5,,X,,Mixed,
Reef 2_N_LR,R2NC3-LR,NS,22.8,51,26,,0.1,,,,,
Reef 2_N_LR,R2NC3-LR,NS,22.8,51,27,,0.1,,,,,
Reef 2_N_LR,R2NC3-LR,NS,22.8,51,28,,0.1,,,,,
Reef 2_N_LR,R2NC3-LR,NS,22.8,51,29,,0.1,,,,,
Reef 2_N_LR,R2NC3-LR,NS,22.8,51,30,,0.1,,X,,Mixed,
Reef 2_N_LR,R2NC3-LR,NS,22.8,51,31,,0.1,,,,,
Reef 2_N_LR,R2NC3-LR,NS,22.8,51,32,,0.1,,,,,
Reef 2_N_LR,R2NC3-LR,NS,22.8,51,33,,0.2,,,,,
Reef 2_N_LR,R2NC3-LR,NS,22.8,51,34,,0.2,,,,,
Reef 2_N_LR,R2NC3-LR,NS,22.8,51,35,,0.1,,X,,Mixed,
Reef 2_N_LR,R2NC3-LR,NS,22.8,51,36,,0.1,,,,,
Reef 2_N_LR,R2NC3-LR,NS,22.8,51,37,,0.9,,,,,
Reef 2_N_LR,R2NC3-LR,NS,22.8,51,38,,0.1,,,,,
Reef 2_N_LR,R2NC3-LR,NS,22.8,51,39,,0.1,,,,,
Reef 2_N_LR,R2NC3-LR,NS,22.8,51,40,,0.2,,X,,Mixed,
Reef 2_N_LR,R2NC3-LR,NS,22.8,51,41,,0.4,,,,,
Reef 2_N_LR,R2NC3-LR,NS,22.8,51,42,,0.2,,,,,
Reef 2_N_LR,R2NC3-LR,NS,22.8,51,43,43.1,0.1,,,,,
Reef 2_N_LR,R2NC3-LR,NS,22.8,51,44,,0.3,,,,,
Reef 2_N_LR,R2NC3-LR,NS,22.8,51,45,,0.3,,X,,Mixed,
Reef 2_N_LR,R2NC3-LR,NS,22.8,51,46,,0.1,,,,,
Reef 2_N_LR,R2NC3-LR,NS,22.8,51,47,,0.2,,,,,
Reef 2_N_LR,R2NC3-LR,NS,22.8,51,48,,0.1,,,,,
Reef 2_N_LR,R2NC3-LR,NS,22.8,51,49,,0.2,,,,,
Reef 2_N_LR,R2NC3-LR,NS,22.8,51,50,,0.3,,X,,Mixed,
